X,Y,FID,FEATURE_ID,ESITE,CODE,NAME,ABB_NAME,ADDRESS,ZIPCODE,CITY,PHONE,SEAT_CAP,RISK,RECORD_ID,FACILITY_N,CHAIN_NAME,CHAIN_ESTA,SITE_ADDRE,NEAR_FID,NEAR_DIST
-122.337301369905802,47.685903899215802,129,350771,0000000,350,Ben & Jerry'S @ Route 360-970-6849,Ben & Jerry'S (Kc172),7900 E GREENLAKE DR N,98103,Seattle,(360) 970-6849,Mobile Food Service,II, , , , ," 
",-1,-1
-122.295724710402041,47.574726088976739,130,350772,0000000,350,Ben Thanh,Ben Thanh,2815 S HANFORD ST,98144,Seattle,(206) 725-4418,Seating 51-150,III, , , , ," 
",-1,-1
-122.325654610168158,47.546704718666575,131,350773,0000000,350,Benaroya Shell,Benaroya Shell,600 S MICHIGAN ST,98108,Seattle,(253) 839-8275,Seating 0-12,III, , , , ," 
",-1,-1
-122.33407967977432,47.602842749149936,132,350775,0000000,350,Bengodi Cafe,Bengodi Cafe,700 1ST AVE,98104,Seattle, ,Seating 13-50,III, , , , ," 
",223,2904.7827095
-122.333052689436528,47.608420018648026,133,350776,0000000,350,Benihana Of Tokyo,Benihana Of Tokyo,1200 5TH AVE,98101,Seattle,(206) 682-4686,Seating 151-250,III,PR0011294,BENIHANA OF TOKYO,BENIHANA OF TOKYO,Y,"1200 5TH AV
",223,2046.82552292
-122.37647565033221,47.67398294901907,134,350777,0000000,350,Benito'S Chicago Eatery,Benito'S Chicago Eatery,6201 15TH AVE NW,98107,Seattle,(206) 713-9180,Seating 13-50,III, , , , ," 
",-1,-1
-122.327156689478883,47.614326179080344,135,350787,0000000,350,Bensons Grocery,Bensons Grocery,320 E PIKE ST,98122,Seattle, ,Grocery,I, , , , ," 
",686,453.951227411
-122.269611420599574,47.55507528915841,136,350788,0000000,350,Bent Burgers,Bent Burgers,5100 S DAWSON ST #100,98118,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.377161139682343,47.690778029348095,137,350791,0000000,350,Bento Sushi,Bento Sushi,8501 15TH AVE NW,98117,Seattle,(206) 280-4266,Seating 13-50,III, , , , ," 
",-1,-1
-122.34204565966769,47.613481109395735,138,350793,0000000,350,Bento World,Bento World,306 LENORA ST,98121,Seattle,(425) 787-8625,Seating 0-12,III, , , , ," 
",-1,-1
-122.334585030224417,47.60020444944103,139,350794,0000000,350,Berliner Doner Kebab,Berliner Doner Kebab,221 1ST AVE S,98104,Seattle, ,Seating 13-50,III, , , , ," 
",223,3660.51413104
-122.334505239947248,47.607206469422906,140,350796,0000000,350,Bernard'S On Seneca,Bernard'S On Seneca,315 SENECA ST,98101,Seattle,(206) 623-5110,Seating 51-150,III, , , , ," 
",223,2399.19594819
-122.279864700447732,47.634723158854435,141,350798,0000000,350,Bert'S Markets Inc,Bert'S Markets Inc,1801 41ST AVE E,98112,Seattle,(206) 322-1330,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.313492909622624,47.659638358759388,142,350802,0000000,350,Best Of Bento,Best Of Bento,4245 UNIVERSITY WAY NE,98105,Seattle,(206) 633-3262,Seating 13-50,III, , , , ," 
",-1,-1
-122.325120969707015,47.618834619328268,143,350805,0000000,350,Best Teriyaki,Best Teriyaki,110 SUMMIT AVE E,98102,Seattle,(206) 329-5809,Seating 0-12,III, , , , ," 
",258,1196.71196114
-122.345877159432305,47.620364629353709,144,350810,0000000,350,Best Western Executive Inn,Best Western Executive Inn,200 TAYLOR AVE N,98109,Seattle,(206) 448-9444,Seating 51-150,III, , , , ," 
",-1,-1
-122.310065969399275,47.662885088895877,145,350813,0000000,350,Beta Theta Pi,Beta Theta Pi,1617 NE 47TH ST,98105,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.360999390127418,47.688173579116153,146,350818,0000000,350,Better Meat Inc,Better Meat Inc,305 NW 82ND ST,98117,Seattle,(206) 783-0570,Grocery,II, , , , ," 
",-1,-1
-122.357242220157445,47.632726049196343,147,350819,0000000,350,Betty,Betty,1507 QUEEN ANNE AVE N,98109,Seattle,(206) 368-5460,Seating 51-150,III, , , , ," 
",-1,-1
-122.36794100032057,47.661744999469605,148,350823,0000000,350,Bevmo!,Bevmo,850 NW 45TH ST,98107,Seattle,(925) 609-6153,Seating 0-12,I, , , , ," 
",-1,-1
-122.335802350524773,47.603752098751642,149,350824,0000000,350,Bibimbap,Bibimbap,95 MARION ST,98104,Seattle, ,Seating 0-12,III, , , , ," 
",223,3079.30526121
-122.355874219590987,47.706735948813737,150,350825,0000000,350,Bick'S Broadview Grill,Bick'S Broadview Grill,10555 GREENWOOD AVE N,98133,Seattle,(206) 367-8481,Seating 51-150,III, , , , ," 
",-1,-1
-122.353354489851839,47.621119639231686,151,350835,0000000,350,Big Food / Centerhouse #208,Big Food / Centerhouse #208,305 HARRISON ST,98109,Seattle,(206) 719-5549,Seating 0-12,III, , , , ," 
",-1,-1
-122.377768449677475,47.561712669158311,152,350836,0000000,350,Big Food Bbq,Big Food Bbq,4611 36TH AVE SW,98126,Seattle,(206) 719-5549,Mobile Food Service,III, , , , ," 
",-1,-1
-122.319024660048768,47.613950038875053,153,350840,0000000,350,Big Mario'S New York Style Pizza,Big Mario'S New York Style Pizza,1011 E Pike ST,98122,Seattle, ,Seating 13-50,III, , , , ," 
",631,799.437347967
-122.349015470169718,47.614712179184529,154,350842,0000000,350,Big Picture,Big Picture,2501 1ST AVE,98121,Seattle,(206) 789-8805,Seating 13-50,I, , , , ," 
",-1,-1
-122.31354271054677,47.657843289428946,155,350845,0000000,350,Big Time Brewing Co,Big Time Brewing Co,4133 UNIVERSITY WAY NE,98105,Seattle,(206) 545-4509,Seating 51-150,III, , , , ," 
",-1,-1
-122.318450039973513,47.615078858758366,156,350847,0000000,350,Bigfun,Bigfun,1535 11TH AVE,98122,Seattle,(206) 915-2629,Seating 151-250,II, , , , ," 
",258,944.486305546
-122.269478119921004,47.52937955903483,157,350849,0000000,350,Bilisee Mini Market,Bilisee Mini Market,8300 RAINIER AVE S,98118,Seattle,(206) 762-2316,Grocery,I, , , , ," 
",-1,-1
-122.333964570265408,47.591850568916406,158,350906,0000000,350,Blazing Bagels @ Safeco Field,Blazing Bagels,1250 1ST AVE S,98104,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.354945929882163,47.688167289012192,159,350907,0000000,350,Bleacher'S Pub,Bleacher'S Pub,8118 GREENWOOD AVE N,98103,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.3862833003856,47.668314578885301,160,350908,0000000,350,Blend,Blend,5443 BALLARD AVE NW,98107,Seattle,(206) 859-0819,Seating 0-12,II, , , , ," 
",-1,-1
-122.325521050053069,47.639479298944082,161,350912,0000000,350,Blind Pig Bistro,Blind Pig Bistro,2238 EASTLAKE AVE E,98102,Seattle,(206) 355-3827,Seating 51-150,III, , , , ," 
",-1,-1
-122.378640920612753,47.668272069168381,162,350917,0000000,350,Bloom Restaurant,Bloom Restaurant,5410 17th AVE NW,98107,Seattle,(425) 533-7019,Seating 13-50,III, , , , ," 
",-1,-1
-122.328779060540214,47.552110438714557,163,350919,0000000,350,Blu Grouse,Blu Grouse,412 S ORCAS ST,98108,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.323768790619567,47.70824848866912,164,350924,0000000,350,Blue Fin & Seafood,Blue Fin & Seafood,401 NE NORTHGATE WAY #463,98125,Seattle,(425) 761-0522,Seating 151-250,III, , , , ," 
",-1,-1
-122.36492002036816,47.676107149124228,165,350926,0000000,350,Blue Glass,Blue Glass,704 NW 65TH ST,98117,Seattle,(206) 778-2710,Seating 13-50,III, , , , ," 
",-1,-1
-122.387087709370078,47.655956378945717,166,350927,0000000,350,Blue Heron,Blue Heron,4001 GILMAN AVE W,98199,Seattle, ,Seating 0-12,III, , , , ," 
",-1,-1
-122.333840030646002,47.601184108818678,167,351965,0000000,350,Damn The Weather,Damn The Weather,116 1ST AVE S,98104,Seattle,(425) 772-8247,Seating 51-150,III, , , , ," 
",223,3271.98903941
-122.344474520654032,47.614191679394331,168,351966,0000000,350,Dan'S Belltown Grocery,Dan'S Belltown Grocery,2221 3RD AVE,98121,Seattle,(206) 441-0220,Seating 0-12,III, , , , ," 
",-1,-1
-122.356005490554168,47.705562599174385,169,351967,0000000,350,Dan'S Deli Mart,Dan'S Deli Mart,10513 GREENWOOD AVE N,98133,Seattle,(206) 365-4155,Grocery,I, , , , ," 
",-1,-1
-122.334994299681455,47.62673243929919,170,351970,0000000,350,"Daniel'S Broiler; Lake Union","Daniel'S Broiler; Lake Union",809 FAIRVIEW PL N,98109,Seattle, ,Seating 151-250,III, , , , ," 
",135,2995.28500718
-122.342042989376878,47.685656109459977,171,351971,0000000,350,Daniel Bagley Elementary,Daniel Bagley Elementary,7821 STONE WAY N,98103,Seattle, ,School Kitchen, , , , , ," 
",-1,-1
-122.284304590639309,47.602989528988772,172,351973,0000000,350,Daniels Broiler,"Daniels Broiler; Leschi",200 LAKE WASHINGTON BL,98122,Seattle, ,Seating 151-250,III, , , , ," 
",622,1880.49762549
-122.317064360469715,47.66726417889172,173,351975,0000000,350,Dante'S Inc,Dante'S Inc,5300 ROOSEVELT WAY NE,98105,Seattle,(206) 525-1300,Seating 51-150,III, , , , ," 
",-1,-1
-122.382580839981003,47.666475018651091,174,351976,0000000,350,Dante'S Inferno (2)@ Route 206-579-7559,Dante'S Inferno (2),500 NW MARKET ST,98107,Seattle,(206) 579-7559,Mobile Food Service,I, , , , ," 
",-1,-1
-122.382580839981003,47.666475018651091,175,351977,0000000,350,Dante'S Inferno @ Route 206-579-7559,Dante'S Inferno (1),500 NW MARKET ST,98107,Seattle,(206) 579-7559,Mobile Food Service,I, , , , ," 
",-1,-1
-122.344745299653553,47.684594259085912,176,351982,0000000,350,Davinci Pizza & Pasta,Davinci Pizza & Pasta,7617 AURORA AVE N,98103,Seattle,(206) 297-2700,Seating 13-50,II, , , , ," 
",-1,-1
-122.335297499513672,47.603278238731754,177,350880,0000000,350,Bk Mae Phim,Bk Mae Phim,94 COLUMBIA ST,98104,Seattle,(206) 624-2979,Seating 13-50,III, , , , ," 
",223,3058.96497533
-122.344353869828353,47.614786399130047,178,350882,0000000,350,Black Bamboo,Black Bamboo,2236 3RD AVE,98121,Seattle,(206) 240-0621,Seating 13-50,III, , , , ," 
",-1,-1
-122.349705369753451,47.615459009163658,179,350885,0000000,350,Black Bottle,Black Bottle,2600 1ST AVE,98121,Seattle,(206) 441-7714,Seating 13-50,III, , , , ," 
",-1,-1
-122.325213760092396,47.615065439373403,180,350887,0000000,350,Black Coffee,Black Coffee,501 E PINE ST #A,98122,Seattle,(347) 541-8694,Seating 13-50,II, , , , ," 
",686,636.643137497
-122.290802069975655,47.682780248692794,181,350896,0000000,350,Black Pearl,Black Pearl,7347 35TH AVE NE,98115,Seattle,(206) 526-5115,Seating 51-150,III, , , , ," 
",-1,-1
-122.387033069557503,47.574269499512198,182,350900,0000000,350,Blackboard Bistro,Blackboard Bistro,3247 CALIFORNIA AVE SW,98116,Seattle,(206) 760-0706,Seating 13-50,III, , , , ," 
",-1,-1
-122.336422839822404,47.688754008789516,183,350903,0000000,350,Blanchet High School Kitc,Blanchet High School Kitc,8200 WALLINGFORD AVE N,98103,Seattle,(206) 527-7720,Non-Profit Institution,III, , , , ," 
",-1,-1
-122.339199650138923,47.623376478969057,184,350931,0000000,350,Blue Moon Burgers,Blue Moon Burgers,920 REBPUBLICAN ST,98109,Seattle, ,Seating 13-50,III, , , , ," 
",-1,-1
-122.349703910450415,47.649414699007352,185,350932,0000000,350,Blue Moon Burgers #2,Blue Moon Burgers #2,703 N 34TH ST,98103,Seattle,(425) 605-3026,Seating 13-50,III, , , , ," 
",-1,-1
-122.319901940493523,47.661493498870911,186,350933,0000000,350,"Blue Moon; The","Blue Moon; The",712 NE 45TH ST,98105,Seattle,(206) 675-9116,Seating 51-150,II, , , , ," 
",-1,-1
-122.316507319604142,47.605681678911253,187,350934,0000000,350,Blue Nile Restaurant,Blue Nile Restaurant,456 12TH AVE,98122,Seattle,(206) 320-8501,Seating 13-50,III, , , , ," 
",193,955.157308722
-122.290873959795817,47.682704348694372,188,350936,0000000,350,Blue Plate Express,Blue Plate Express,7347 35TH AVE NE,98115,Seattle,(206) 781-2731,Catering Operation,III, , , , ," 
",-1,-1
-122.329820969760846,47.642181918796879,189,350937,0000000,350,"Blue Ribbon Cooking; Llc","Blue Ribbon Cooking; Llc",2501 FAIRVIEW AVE E,98102,Seattle, ,Catering Operation,III, , , , ," 
",-1,-1
-122.348216369560717,47.643071979440904,190,350941,0000000,350,Blue Water Burrito,Blue Water Burrito,515 QUEEN ANNE AVE,98109,Seattle,(206) 285-7229,Seating 13-50,III, , , , ," 
",-1,-1
-122.329804720564084,47.616910808857796,191,350943,0000000,350,Blue Water Taco Grill,Blue Water Taco Grill,1730 MINOR AVE 101,98101,Seattle, ,Seating 0-12,III, , , , ," 
",569,1363.39201242
-122.387100489645505,47.56044450882964,192,350944,0000000,350,Blue Willow Catering Inc,Blue Willow Catering Inc,4721 CALIFORNIA AVE SW,98116,Seattle,(206) 938-0988,Catering Operation,III, , , , ," 
",-1,-1
-122.335232020202099,47.613987069201237,193,350945,0000000,350,Blueacre Seafood,Blueacre Seafood,1700 7TH AVE,98101,Seattle,(612) 343-9626,Seating > 250,III, , , , ," 
",569,1053.04468874
-122.316434530226601,47.613918909264051,194,350946,0000000,350,Bluebird,Bluebird,1205 E PIKE ST STE 1A,98122,Seattle,(518) 232-0202,Seating 13-50,II, , , , ," 
",631,441.068584477
-122.355092509893069,47.682677808947687,195,350947,0000000,350,Bluebird Ice Cream,Bluebird Ice Cream,7400 GREENWOOD AVE N,98103,Seattle,(206) 588-1079,Seating 0-12,II, , , , ," 
",-1,-1
-122.28493285039319,47.601680319419486,196,350948,0000000,350,Bluwater Leschi,Bluwater Leschi,102 LAKESIDE AVE S,98122,Seattle, ,Seating 151-250,III, , , , ," 
",622,1704.51630205
-122.382682999441556,47.669678998862224,197,350949,0000000,350,Boar'S Nest,Boar'S Nest,2008 NW 56TH ST,98107,Seattle,(206) 816-4348,Seating 0-12,III, , , , ," 
",-1,-1
-122.344058640456424,47.689523979059629,198,350951,0000000,350,Boardroom Cafe,Boardroom Cafe,8314 AURORA AVE N,98103,Seattle,(425) 268-4365,Seating 13-50,III, , , , ," 
",-1,-1
-122.339858959756185,47.635351218889269,199,350952,0000000,350,Boat House Deli,Boat House Deli,1818 WESTLAKE AVE N,98109,Seattle,(206) 283-5042,Seating 13-50,III, , , , ," 
",-1,-1
-122.285530109629534,47.558314648672891,200,350954,0000000,350,Bob'S Quality Meats,Bob'S Quality Meats,4861 RAINIER AVE S,98118,Seattle,(206) 725-1221,Meat/Sea Food,III, , , , ," 
",-1,-1
-122.311059000320313,47.523703998774842,201,350973,0000000,350,Boeing Co.-South Park Diner,Boeing Co -,15-35.2 BLDG,98124,Seattle,(206) 393-8404,Seating 151-250,III, , , , ," 
",-1,-1
-122.31777599980154,47.534882999496524,202,350974,0000000,350,Boeing Co. - Plant Ii / Plaza 99,Boeing Company Plant Ii / Plaza 99,2 122 IASL BLDG,98124,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.317482100182431,47.537062099152848,203,350977,0000000,350,Boeing Flight Test & 3-800 Bldg,Boeing Co,7400 E MARGINAL WAY S,98108,Seattle,(206) 393-8404,Seating > 250,III, , , , ," 
",-1,-1
-122.317656180254517,47.675099669331942,204,350982,0000000,350,Boi Pho Bistro,Bol Pho Bistro,918 NE 64TH ST,98115,Seattle,(206) 522-0037,Seating 13-50,III, , , , ," 
",-1,-1
-122.3274574302594,47.596838858621993,205,350983,0000000,350,Boiling Point,Boiling Point,610 5TH AVE S #1,98104,Seattle,(425) 241-1366,Seating 51-150,III, , , , ," 
",176,3318.68830159
-122.320202000399021,47.539198999198504,206,350985,0000000,350,"Boiling Point Corp; Wa","Boiling Point Corp; Wa",1001 S MYRTLE ST,98108,Seattle,(425) 435-4805,Seating 0-12,III, , , , ," 
",-1,-1
-122.336146090316561,47.60495003881438,207,350987,0000000,350,Boka Restaurant - Banquet Kitchen,Boka Restaurant,1000 1ST AVE,98104,Seattle,(206) 441-4526,Seating 0-12,III, , , , ," 
",-1,-1
-122.336146090316561,47.60495003881438,208,350988,0000000,350,Boka Restaurant  - Main Kitchen,Boka Restaurant,1000 1ST AVE,98104,Seattle,(206) 441-4526,Seating 51-150,III, , , , ," 
",-1,-1
-122.317712770293838,47.664231679332964,209,350990,0000000,350,Bombay Grill & Lounge,Bombay Grill & Lounge,4737 ROOSEVELT WAY NE,98105,Seattle,(425) 417-6797,Seating 51-150,III, , , , ," 
",-1,-1
-122.337121100079273,47.611883759342454,210,350992,0000000,350,Bombay Wala,Bombay Wala,400 PINE ST #328,98101,Seattle,(206) 623-9090,Seating 0-12,III, , , , ," 
",-1,-1
-122.337717650120112,47.607361048921831,211,350994,0000000,350,Bon Appetit,Bon Appetit,1301 2ND AVE,98101,Seattle,(206) 505-3668,Seating 51-150,III,PR0080924,BON APPETIT,BON APPETIT,Y,"1301 2ND AVE
",-1,-1
-122.318598000166944,47.606785999054807,212,350995,0000000,350,Bon Appetit - Chardin Kitchen,Bon Appetit,1020 E JEFFERSON ST,98122,Seattle, ,Catering Operation,III,PR0080924,BON APPETIT,BON APPETIT,Y,"1301 2ND AVE
",193,1273.18964609
-122.336578569890236,47.611825839310569,213,350996,0000000,350,Bon Appetit - Fashion Bowl,Bon Appetit Mgmt Co,500 PINE ST,98101,Seattle, ,Seating 51-150,III, , , , ," 
",-1,-1
-122.335212420353983,47.613985449501094,214,350997,0000000,350,Bon Appetit - The Dish,Bon Appetit - The Dish,1700 7TH AVE,98101,Seattle, ,Seating 51-150,III, , , , ," 
",569,1053.76001033
-122.317112060026531,47.610653488962171,215,350998,0000000,350,Bon Appetit / Bottom Line,Bon Appetit / Bottom Line,901 12TH  - PIGGOT BLDG AVE,98122,Seattle, ,Seating 0-12,III, , , , ," 
",646,0.794561002548
-122.349019259488188,47.648911239298272,216,350999,0000000,350,Bon Appetit @ Adobe,Bon Appetit @ Adobe,801 N 34TH ST,98103,Seattle,(206) 675-7374,Seating 51-150,III, , , , ," 
",-1,-1
-122.337066640242497,47.622519369204753,217,351001,0000000,350,Bon Appetit @ Amazon.Com /Coffee Bar,Bon Appetit,440 TERRY AVE N,98109,Seattle,(206) 266-0576,Seating 13-50,I,PR0080924,BON APPETIT,BON APPETIT,Y,"1301 2ND AVE
",-1,-1
-122.337066640242497,47.622519369204753,218,351002,0000000,350,Bon Appetit @ Amazon.Com/ Server,Bon Appetit,440 TERRY AVE N,98109,Seattle,(206) 266-0576,Seating 151-250,III,PR0080924,BON APPETIT,BON APPETIT,Y,"1301 2ND AVE
",-1,-1
-122.352572000620498,47.614256998696924,219,351003,0000000,350,Bon Appetit At Zulily,Bon Appetit At Zulily,2601 ELLIOTT AVE,98121,Seattle, ,Seating 151-250,III, , , , ," 
",-1,-1
-122.33534100977279,47.581814439074115,220,351005,0000000,350,Bon Appetit Cafe@ Starbucks- 3Rd Floor,Bon Appetit Cafe@ Starbucks- 3Rd Floor,2401 UTAH AVE S,98134,Seattle,(206) 467-0420,Seating 151-250,III, , , , ," 
",-1,-1
-122.334661479733697,47.613341599313678,221,351007,0000000,350,Bon Appetit Mgt Co,Bon Appetit Mgt Co,1600 7TH AVE,98101,Seattle,(206) 241-9481,Seating > 250,III, , , , ," 
",569,1298.78357047
-122.338126999566043,47.619991998690068,222,351008,0000000,350,Bon Appetit/Amazon,Bon Appetit/Amazon,202 WESTLAKE AVE N,98109,Seattle,(206) 266-0839,Seating 0-12,III, , , , ," 
",-1,-1
-122.329498929534196,47.575281608816233,223,351009,0000000,350,Bongo'S Cafe @ 6501 Aurora Ave,Bongo'S Cafe (Kc241),3429 AIRPORT WAY S,98134,Seattle,(206) 794-3772,Mobile Food Service,III, , , , ," 
",-1,-1
-122.352727320587107,47.648011429075119,224,351010,0000000,350,Book Bindery,Book Bindery,198 NICKERSON ST,98109,Seattle,(206) 859-9400,Seating 13-50,III, , , , ," 
",-1,-1
-122.317181330022109,47.613918219261514,225,351011,0000000,350,Boom Noodle,Boom Noodle,1121 E PIKE ST,98122,Seattle,(206) 369-6906,Seating 151-250,III, , , , ," 
",631,485.619613002
-122.270936669625669,47.564297008821299,226,351016,0000000,350,Both Ways Cataering Co.,Both Ways Cataering Co.,4922 S GENESEE ST,98118,Seattle,(206) 722-5799,Seating 13-50,III, , , , ," 
",-1,-1
-122.339933830534434,47.608436049207441,227,351024,0000000,350,Bottega Italiana,Bottega Italiana,1425 1ST AVE,98101,Seattle,(206) 783-5689,Seating 0-12,II, , , , ," 
",-1,-1
-122.288997919346158,47.613479888792249,228,351026,0000000,350,Bottlehouse,Bottlehouse,1416 34TH AVE,98122,Seattle,(206) 962-1619,Seating 13-50,III, , , , ," 
",118,646.974534714
-122.301602220238394,47.619983889268269,229,351027,0000000,350,Bottleneck Lounge,Bottleneck Lounge,2328 E MADISON ST,98112,Seattle,(206) 322-2899,Seating 0-12,II, , , , ," 
",119,1075.0701852
-122.312874409763666,47.715600459195329,230,351029,0000000,350,Boud'S Pinehurst Pub,Boud'S Pinehurst Pub,11753 15TH AVE NE,98125,Seattle,(206) 363-0542,Seating 13-50,III, , , , ," 
",-1,-1
-122.306075449889789,47.669089449143577,231,351031,0000000,350,Boulevard Grocery,Boulevard Grocery,2007 NE RAVENNA BL,98105,Seattle,(206) 517-5572,Seating 0-12,II, , , , ," 
",-1,-1
-122.314680900606277,47.613437158678231,232,351036,0000000,350,Boumba Hotdog @ 1325 E. Madison St,Boumba Hotdog,1325 E MADISON ST,98122,Seattle,(425) 205-0475,Mobile Food Service,I, , , , ," 
",631,489.768633176
-122.365661730479744,47.660177389473731,233,351038,0000000,350,Bourbon & Bones,Bourbon & Bones,4350 LEARY WAY NW,98107,Seattle,(786) 239-6657,Seating 13-50,III, , , , ," 
",-1,-1
-122.330614640290392,47.604526938625852,234,351041,0000000,350,Bowls & Noodles,Bowls & Noodles,701 5TH AVE 114,98104,Seattle,(206) 406-2717,Seating 0-12,III, , , , ," 
",223,1853.55338917
-122.355115199480764,47.692148748812137,235,351042,0000000,350,Box And Bottle,Box And Bottle,8576 Greenwood AVE N,98103,Seattle,(206) 947-0524,Seating 13-50,III, , , , ," 
",-1,-1
-122.382271939435412,47.650586759156369,236,351043,0000000,350,Box Car Alehouse,Box Car Alehouse,3407 GILMAN AVE W,98199,Seattle,(206) 281-8379,Seating 51-150,III, , , , ," 
",-1,-1
-122.317418299398966,47.709989819184564,237,351044,0000000,350,Box Nature Sushi @ Route 206-302-8329,Box Nature Sushi & Catering (Kc146),11204 ROOSEVELT WAY NE,98125,Seattle,(206) 317-4553,Mobile Food Service,III, , , , ," 
",-1,-1
-122.333710030099169,47.553904088880344,238,351046,0000000,350,Boxing Fish,Boxing Fish,115 S BRANDON ST,98108,Seattle,(206) 617-7750,Catering Operation,III, , , , ," 
",-1,-1
-122.289091319636427,47.613109158929994,239,351247,0000000,350,Cafe Soleil,Cafe Soleil,1400 34TH AVE,98122,Seattle,(206) 760-0151,Seating 13-50,III, , , , ," 
",118,541.749272495
-122.312900289851854,47.657405919162862,240,351248,0000000,350,Cafe Solstice,Cafe Solstice,4116 UNIVERSITY WAY NE,98105,Seattle,(206) 295-7469,Seating 13-50,III, , , , ," 
",-1,-1
-122.280790200207406,47.634120839472743,241,351249,0000000,350,Cafe Starbucks  #3702,Cafe Starbucks  #3702,4000 E MADISON ST,98112,Seattle, ,Seating 51-150,II,PR0026193,CAFE STARBUCKS  #3702,STARBUCKS,Y,"4000 E MADISON ST
",-1,-1
-122.34354156023285,47.610629599310471,242,351250,0000000,350,Cafe Suisse,Cafe Suisse,2008 WESTLAKE AVE #100,98121,Seattle,(206) 633-3876,Seating 0-12,I, , , , ," 
",-1,-1
